Nom,Adreça,Districte,Barri,Codi Postal,Telèfon,Telèfon 2,Latitud,Longitud,Web
Restaurant Telepizza *Pg S Gervasi,Passeig Sant Gervasi 88,Sarrià-Sant Gervasi,el Putxet i el Farró,08022,+34 934184845,+34 934184792,41.41347573611111,2.137915027777778,
Restaurant La Tramoia,Rambla Catalunya 15,Eixample,la Dreta de l'Eixample,08007,+34 934123634,+34 933426985,41.38809170555555,2.1672541111111108,
Restaurant TapasBar *Maremàgnum,Moll Espanya 5*6,Ciutat Vella,el Barri Gòtic,08039,+34 932258180,+34 932258126,41.37573091111111,2.1832132777777775,http://www.tapasbar.es
Restaurant Taverna Basca Irati,Carrer Cardenal Casañas 17,Ciutat Vella,el Barri Gòtic,08002,+34 933023084,+34 934127376,41.38208820277778,2.1734774166666666,http://www.irati.es
Jamaica Coffee Shop *Illa Diagonal,Avinguda Diagonal 575,Les Corts,les Corts,08029,+34 934053469,,41.389715055555556,2.1353775555555554,http://www.jamaicacoffeeshop.es
Restaurant La Companyia de Sandwiches,Moià 14,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932093030,+34 932093117,41.395005225,2.151497222222222,
Sweet Gaufre *Port Olímpic,Moll Mestral 38,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932213332,,41.387021775,2.2007106944444446,
Bar Restaurant El Celler de l'Estació,Carrer Casanova 262,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 934142002,,41.39406083888889,2.147480861111111,
Museu Nacional d'Art de Catalunya,Mirador Palau Nacional 6,Sants-Montjuïc,el Poble Sec,08004,+34 934242192,,41.368854222222225,2.1533628055555556,
Cerveseria Restaurant El Chipirón de Moncho's *Maremàgnum,Moll Espanya 5*6,Ciutat Vella,el Barri Gòtic,08039,+34 932258040,+34 932258163,41.37573091111111,2.1832132777777775,http://www.monchos.com
Bar McDonald's *Diagonal,Avinguda Diagonal 466,Gràcia,la Vila de Gràcia,08006,+34 932173005,+34 932174125,41.39608069444444,2.156736722222222,http://www.mcdonalds.es
Restaurant Casa Juaco,Carrertra Horta a Cerdanyola 1 KM 8,Horta-Guinardó,Horta,08035,+34 934284861,,41.437646599999994,2.1534493055555552,http://www.casajuaco.com
Restaurant  La Barca del Salamanca *Port Olimpic,Moll Gregal 13*14*15,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932211837,+34 932212680,41.387021775,2.2007106944444446,http://www.gruposilvestre.com
Bar Restaurant Rias de Miño,Carrer Almirall Cervera 39,Ciutat Vella,la Barceloneta,08003,+34 932217137,,41.37890800555556,2.1915580277777775,
Restaurant Tapasbar *Balmes,Carrer Balmes 294,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 932098956,,41.40198703888889,2.1463776388888887,http://www.tapasbar.es
Restaurant Xinès Palacio Hong Kong,Carrer València 522,Eixample,la Sagrada Família,08013,+34 932314912,+34 932456028,41.40560985,2.1807104444444443,
Snack-Bar Morea,Indústria 241,Sant Martí,el Camp de l'Arpa del Clot,08041,+34 934553907,,41.41273348055555,2.1783345,
Bar Aldebarán Jocs d'aventura,Josep Estivill 32,Sant Andreu,Navas,08027,+34 933494136,,41.41757170555555,2.187700833333333,
Bar Restaurant La Estrella,Carrer Aragó 185,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 933230149,,41.38761307222222,2.1585563333333333,
Restaurant La Braseria del Poble-sec,Carrer Cabanes 32,Sants-Montjuïc,el Poble Sec,08004,+34 934423737,,41.373236325,2.170001861111111,
Escola d'Hosteleria Hofmann,Carrer Granada del Penedès 14,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932187165,+34 932189867,41.397140602777775,2.1529979444444445,http://www.hofmann-bcn.com
GBB Hotel Auto Hogar,Avinguda Paral.lel 64,Ciutat Vella,el Raval,08001,+34 934410297,,41.375155955555556,2.169390583333333,
Hotel Eurostars Cristal Palace,Carrer Diputació 257,Eixample,la Dreta de l'Eixample,08007,+34 934878778,+34 934879030,41.38979653333333,2.166066861111111,
Hotel Apartaments Mur-Mar,Carrer la Rambla 34,Ciutat Vella,el Barri Gòtic,08002,+34 933173883,+34 934125039,41.37886305277778,2.175841472222222,
Hotel Fira Palace,Avinguda Rius i Taulet 1,Sants-Montjuïc,el Poble Sec,08004,+34 934262223,+34 934249721,41.372700933333334,2.154541722222222,http://www.fira-palace.com
Bar Restaurant Mare Déu Port,Carrer Mare de Déu de Port 336,Sants-Montjuïc,la Marina de Port,08038,+34 933321014,,41.36481233888889,2.139408138888889,
Cooperativa  La Popular Sansense SCL,Carrer Premià 13*15,Sants-Montjuïc,Sants,08014,+34 934317789,+34 932980106,41.376477852777775,2.138872361111111,
Centre Comercial El Corte Inglés *Avinguda Diagonal,Avinguda Diagonal 617,Les Corts,les Corts,08028,+34 933667100,,41.38796877777778,2.127918777777778,
Bolera Bowling Pedralbes,Avinguda Doctor Marañón 11,Les Corts,la Maternitat i Sant Ramon,08028,+34 933330352,+34 934486196,41.380755569444446,2.1165682500000003,
Hotel Meliá Barcelona,Avinguda Sarrià 50,Les Corts,les Corts,08029,+34 934106060,+34 933215179,41.39090273888889,2.141750611111111,http://www.solmelia.com
Hotel NH Rallye,Travessera Corts 150,Les Corts,la Maternitat i Sant Ramon,08028,+34 933399050,+34 934110790,41.38144874444445,2.1270783055555555,
Restaurant La Bona Tapa,Vèlia 71,Nou Barris,Porta,08016,+34 934080544,,41.431590852777774,2.1807169444444443,
Restaurant El Raco d'en Xavi,Arnau d'Oms 27,Nou Barris,Vilapicina i la Torre Llobeta,08016,+34 933409387,,41.429840480555555,2.1771600555555555,
Museu de Cera de Barcelona,Passatge Banca 5,Ciutat Vella,el Barri Gòtic,08002,+34 933172649,+34 933025167,41.37709966388889,2.1774425277777776,
Restaurant El Glop de la Rambla,Rambla Catalunya 65,Eixample,la Dreta de l'Eixample,08007,+34 934870097,+34 932848379,41.39120723888889,2.1629917499999998,
Escola de Música Taller de Músics,Carrer Requesens 2,Ciutat Vella,el Raval,08001,+34 933290020,+34 933297211,41.37980718611111,2.1640725,http://www.tallerdemusics.com
Hotel Rey Juan Carlos I,Avinguda Diagonal 661-671,Les Corts,la Maternitat i Sant Ramon,08028,+34 933644040,,41.383481266666664,2.109660416666667,
Hotel Rey Juan Carlos I,Avinguda Diagonal 661-671,Les Corts,la Maternitat i Sant Ramon,08028,+34 933644040,+34 933644264,41.383481266666664,2.109660416666667,
Restaurant Taverna del Bisbe,Avinguda Catedral 6*8,Ciutat Vella,el Barri Gòtic,08002,+34 933191819,,41.385030163888885,2.176735083333333,
Hotel NH Calderón,Rambla Catalunya 26,Eixample,la Dreta de l'Eixample,08007,+34 933010000,,41.38951750277778,2.166324972222222,
Hotel Cortés,Carrer Santa Anna 25,Ciutat Vella,el Barri Gòtic,08002,+34 933027481,+34 933027870,41.38548975277778,2.1716485,
Bar 200,Escudellers 33,Ciutat Vella,el Barri Gòtic,08002,+34 933027728,,41.37982224722222,2.1765264166666665,
Restaurant Bar Musical Zoo,Carrer Escudellers 33,Ciutat Vella,el Barri Gòtic,08002,+34 933027728,,41.37982224722222,2.1765264166666665,
Derby Hotels - Hotel Derby,Loreto 0021,Les Corts,les Corts,08029,+34 933223215,+34 934100862,41.38977134444444,2.1419673055555557,
Restaurant Zoologic,Avinguda Icària 164,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 933300303,,41.39123121388889,2.1973648611111107,http://www.zoologicrestaurant.com
Bar Restaurant Picayo,Avinguda Mare Déu de Montserrat 228,Horta-Guinardó,el Guinardó,08041,+34 934330349,,41.42178873611111,2.1744184166666667,
Picasso Cafè Teatro,Elkano 67,Sants-Montjuïc,el Poble Sec,08004,+34 695360692,,41.374030894444445,2.16000425,http://www.picassocafeteatro.net
Bar Cafè Universal,Marià Cubí 182,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932013596,+34 934144935,41.395129425,2.1442430833333335,
Central Cafè *Calvet,Carreralvet 1,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932020915,,41.39316504166666,2.144951361111111,http://www.centralcafe.es
Cafè Mozart *Bretón Herreros,Bretón de los Herreros 4,Gràcia,la Vila de Gràcia,08012,+34 934159316,,41.402616933333334,2.1522752499999998,
Bar Restaurant La Grangeta,Plaça Palmeres 11,Sant Andreu,Sant Andreu,08030,+34 933112559,,41.43292518333333,2.1857554444444443,http://www.lagrangeta.com
Restaurant La Ñata,Pintor Tapiró 18*20,Les Corts,la Maternitat i Sant Ramon,08028,+34 933332262,,41.378014972222225,2.1189188333333333,
Bar Restaurant Golfo de Bizkaia,Carrer Vidrieria 12,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933192431,,41.383994055555554,2.1830607499999997,
Restaurant Barbacoa de Gracia,Carrer Torrent de les Flors 65,Gràcia,la Vila de Gràcia,08024,+34 932102253,,41.406530394444445,2.15980575,
Café-Teatre Dietrich,Carreronsell de Cent 255,Eixample,l'Antiga Esquerra de l'Eixample,08011,,,41.38679321944444,2.1598115555555553,
L'Aquàrium de Barcelona - Acuarios Oceanworld,Moll Espanya 7,Ciutat Vella,el Barri Gòtic,08039,+34 932217474,+34 932219226,41.37692409722222,2.1840569444444444,
Restaurant Al Waha *Verdi,Carrer Verdi 16,Gràcia,la Vila de Gràcia,08012,+34 934159540,,41.40348072222222,2.1573370277777775,
Bar Restaurant Can Isi,Avingudaenir 74,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932006826,,41.394376216666664,2.1442635833333332,
Cafè-Teatre Les Golfes,Francisco Giner 6,Gràcia,la Vila de Gràcia,08012,+34 934154612,,41.398634908333335,2.1597413055555554,
Restaurant El Cuévano,Via Augusta 115,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932001348,,41.40066120833333,2.146329,
Restaurant Japonès Sake Sushi,Rda General Mitre 23,Sarrià-Sant Gervasi,les Tres Torres,08017,+34 932800316,,41.393817102777774,2.1321293055555555,
Luz de Gas *Port Vell,Moll Dipòsit,Ciutat Vella,Barceloneta,08003,+34 932097711,+34 934842326,40.642949464754395,1.816211426436600,
Restaurant Bar La Bóveda,Antonio Machado 16,Nou Barris,Canyelles,08042,+34 934275370,,41.443427980555555,2.168289722222222,
Restaurant Dionisos *Comte d'Urgell,Carreromte d'Urgell 90,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934515417,,41.38300968888889,2.1576693055555554,http://www.dionisos.ws
Restaurant Cerveseria Ciudad Condal,Rambla Catalunya 18,Eixample,la Dreta de l'Eixample,08007,+34 933181997,+34 932160058,41.38881961944444,2.1668204166666665,
Las Torres,Tarragona 151,Sants-Montjuïc,Sants,08015,+34 932290101,,41.37831581388889,2.144776111111111,
Bar Ok Corral,Lincoln 42,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 932378968,,41.40218321111111,2.1474765555555555,
Restaurant El Cargolet Picant,Rier Blanca 7,Les Corts,la Maternitat i Sant Ramon,08028,+34 933340454,,41.37724689722222,2.1218986111111113,
Bar La Esquinica,Passeig Fabra i Puig 296,Nou Barris,el Turó de la Peira,08031,+34 933582519,,41.43066012777778,2.1708228333333333,
Restaurant Cafè Silenus,Carrer Àngels 8,Ciutat Vella,el Raval,08001,+34 933022680,,41.38196965,2.1686728333333334,http://www.restaurantsilenus.com
Hotel España,Carrer Sant Pau 9*11,Ciutat Vella,el Raval,08001,+34 935500000,+34 935500007,41.37995237222222,2.1728302499999996,http://www.hotelespanya.com
Restaurant Bodega Manolo,Torrent de les Flors 101,Gràcia,la Vila de Gràcia,08024,+34 932844377,,41.40808584444444,2.158263972222222,
Restaurant Domino's Pizza *Avinguda Madrid,Avinguda Madrid 118,Sants-Montjuïc,Sants - Badal,08028,+34 934900001,,41.37893864722222,2.1286330277777776,
Restaurant Domino's Pizza *Via Laietana,Via Laietana 36,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933103339,,41.38577797222222,2.1767089166666667,
Restaurant Domino's Pizza *Freser,Carrer Freser 45*47,Sant Martí,el Camp de l'Arpa del Clot,08026,+34 934554010,,41.413866480555555,2.1813459166666664,
Restaurant Domino's Pizza *València,Carrer València 79*81 bxs,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934540008,,41.385007505555556,2.1528437777777776,
Restaurant Domino's Pizza *Ronda General Mitre,Rda General Mitre 183,Sarrià-Sant Gervasi,el Putxet i el Farró,08023,+34 934183231,,41.404878599999996,2.141462833333333,
Restaurant Domino's Pizza *Major Sarrià,Major de Sarrià 113,Sarrià-Sant Gervasi,Sarrià,08017,+34 932804188,,41.40048626388889,2.1208128611111112,
Restaurant Domino's Pizza *Sicília,Carrer Sicília 382*284,Gràcia,el Camp d'en Grassot i Gràcia Nova,08025,+34 932077911,,41.40557844722222,2.16838475,http://www.pizzahut.es
Restaurant Domino's Pizza *Sepúlveda,Carrer Sepúlveda 38,Eixample,Sant Antoni,08015,+34 933294600,,41.37660399166667,2.153919111111111,
Restaurant  Compañia General de Sandwiches,Santaló 155 Baix,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 934146625,,41.40063565,2.139451277777778,
Restaurant Arias,Carrer Agramunt 15*17,Sarrià-Sant Gervasi,el Putxet i el Farró,08023,+34 932112705,,41.409460563888885,2.145967722222222,
Restaurant Lombardo,Rambla Catalunya 49*51,Eixample,la Dreta de l'Eixample,08007,+34 934874842,+34 934872133,41.39046907777778,2.1640030555555554,
Restaurant Can Punyetes *Marià Cubí,Marià Cubí 189,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932009159,,41.395264869444446,2.1447206666666667,http://www.canpunyetes.es
Restaurant La Mostra,Carrer Riera de Sant Miquel 11*13,Gràcia,la Vila de Gràcia,08006,+34 932371353,,41.397162924999996,2.1572767777777777,
Cabernet-Sauvignon,Carreromte d'Urgell 280,Eixample,l'Antiga Esquerra de l'Eixample,08036,,,41.391531980555555,2.14636925,
Restaurant Telepizza *Avinguda Paral·lel,Avinguda Paral.lel 139,Sants-Montjuïc,el Poble Sec,08004,+34 934260828,,41.37475140555556,2.1586280833333333,http://www.telepizza.es
Bar musical La Musaranya,Astúries 17,Gràcia,la Vila de Gràcia,08012,+34 934155270,,41.40297751944444,2.153565638888889,
Apartaments Gutemberg,Passatge Gutenberg 7,Ciutat Vella,el Raval,08001,+34 933027111,+34 933186164,41.376900544444446,2.174693,http://www.apartamentsgutemberg.com
Restaurant Dionisos *Torrent de l'Olla,Carrer Torrent de l'Olla 144,Gràcia,la Vila de Gràcia,08012,+34 932373417,,41.4030287,2.156252444444444,http://www.dionisos.ws
Restaurant El Racó de l'Asador,Avinguda Icària 134,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932217193,,41.38918952777778,2.1955764999999996,
Restaurant Cafeteria La Locomotora,Gran Via Corts Catalanes 525,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934544140,+34 934543033,41.382499369444446,2.1586281388888886,http://www.lalocomotora.com
Restaurant La Taberna Griega *Torrent de l'Olla,Carrer Torrent de l'Olla 123,Gràcia,la Vila de Gràcia,08012,+34 934 156 077,+34 932 187 226,41.40280067222222,2.1563600833333334,http://www.latabernagriega.com
Bar Bocatta *Centre Vila,Salvador Espriu 61,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932213852,+34 932250464,41.390896519444446,2.1978509444444443,http://www.bocatta.es
Bar Pans & Company *Illa Diagonal,Avinguda Diagonal 555*559,Les Corts,les Corts,08029,+34 934108089,+34 934301383,41.389715055555556,2.1353775555555554,http://www.pansandcompany.com
Restaurant La Vinya del Senyor *Plaça Santa Maria,Plaça Santa Maria 5 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933103379,,41.383259466666665,2.1817732777777774,
Restaurant La Rueda,Carrer Rosselló 266 bxs,Eixample,la Dreta de l'Eixample,08037,+34 932073163,+34 934585350,41.39860856666667,2.1645428888888887,
Restaurant La Crema Canela,Passatge Madoz 4*6 Baix,Ciutat Vella,el Barri Gòtic,08002,+34 933182744,,41.380476477777776,2.1746745555555553,
Restaurant Mesopotamia,Carrer Verdi 65,Gràcia,la Vila de Gràcia,08012,+34 932371563,,41.40469262222222,2.1558656944444445,
Centre de Cultura Contemporània de Barcelona,Carrer Montalegre 5,Ciutat Vella,el Raval,08001,+34 934120954,+34 933025132,41.383883708333336,2.1667947777777776,
Bar Fortuna,Avinguda Coll del Portell 60,Gràcia,la Salut,08024,+34 932844680,,41.411450025,2.1525491666666667,
Restaurant Can Punyetes *Ciutat Balaguer,Carreriutat de Balaguer 50,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934179127,,41.40398703611111,2.134757222222222,http://www.canpunyetes.es
Restaurant La Singular,Carrer Francisco Giner 50,Gràcia,la Vila de Gràcia,08012,+34 932375098,,41.39985795277778,2.15837775,
Centre Esportiu Municipal Bernat Picornell,Avinguda Estadi 30*40,Sants-Montjuïc,el Poble Sec,08038,+34 933250336,,41.36475568611111,2.151637833333333,
Restaurant Al Austriaco,Marina 16*18 Local 27,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932253386,,41.38731386388889,2.197359333333333,
Restaurant Envalira,Plaça Sol 13,Gràcia,la Vila de Gràcia,08012,+34 932185813,,41.40188881111111,2.1566667777777777,
Escola Fundació de Restauració i Hostalatge,Passeig Taulat 243 1r,Sant Martí,Diagonal Mar-Front Marítim del Poblenou,08019,+34 934532904,,41.404285119444445,2.2114616944444445,http://www.eshob.com
Drassanes Restaurant *Museu Marítim de Barcelona,Avinguda Drassanes 1,Ciutat Vella,el Raval,08001,+34 646143252,+34 933429920,41.37595081944445,2.1760392777777775,
Restaurant Little Italy * Roger de Llúria,Carrer Roger de Llúria 40 bxs,Eixample,la Dreta de l'Eixample,08009,+34 933017499,,41.39203294166666,2.1704821944444443,http://www.littleitaly.es
Restaurant Hanin,Carrer Aribau 32,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934540563,+34 934544996,41.38710794722222,2.161214361111111,
Restaurant La Paladar del Son,Carrer Torrent de les Flors 6,Gràcia,la Vila de Gràcia,08024,+34 932851740,,41.404499852777775,2.1619624166666664,
Teatre Nacional de Catalunya,Plaça Arts 1,Eixample,el Fort Pienc,08013,+34 933065731,+34 933065718,41.399686905555555,2.1860874999999997,http://www.tnc.es
Restaurant Jardí de l'Abadessa,Abadessa Olzet 26,Les Corts,Pedralbes,08034,+34 932803754,+34 932806522,41.39413306666667,2.1098012222222224,http://www.jardiabadessa.com
Cafeteria l'Exprés *Glòries,Avinguda Diagonal 208,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 934860273,,41.404945033333334,2.192503722222222,
Bar Bocatta *Glòries,Avinguda Diagonal 208,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 934860020,,41.404945033333334,2.192503722222222,http://www.bocatta.es
Restaurant  Xinès Oriental Glòries *Glòries,Avinguda Diagonal 188*252,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 934860179,,41.405085288888884,2.1930715555555556,
Restaurant La Dolça Hermínia,Carrer Magdalenes 27,Ciutat Vella,el Barri Gòtic,08002,+34 933170676,+34 933170903,41.38662743888889,2.1744494166666666,
Restaurant El Rebujito de Moncho's,Marina 16,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932213883,+34 932219785,41.38731386388889,2.197359333333333,http://www.monchos.com
Restaurant Nou,Carrer Padilla 327,Eixample,la Sagrada Família,08025,+34 934366846,,41.40910704444444,2.1725024444444445,
Restaurant Alabina,Carrer Verdi 40,Gràcia,la Vila de Gràcia,08012,+34 932174475,,41.40415020277778,2.1566120555555557,
Restaurant Venus Delicatessen,Carrer Avinyó 25,Ciutat Vella,el Barri Gòtic,08002,+34 933011585,,41.380701558333335,2.177916388888889,
Bar Restaurant Catamaran,Avinguda Litoral 44,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210175,,41.39118298333333,2.201821277777778,http://www.catamaranbcn.com
Restaurant La Tertulia,Morales 15,Les Corts,les Corts,08029,+34 934195897,,41.388714825,2.1399529999999998,http://www.arrosseriaxativa.com
Restaurant Thaï Gardens,Carrer Diputació 273,Eixample,la Dreta de l'Eixample,08007,+34 934879898,+34 932155457,41.39102,2.167677111111111,http://www.thaigardensgroup.com
Bar cafeteria Il Caffè di Roma *Rda Sant Pere,Rda Sant Pere 11,Eixample,la Dreta de l'Eixample,08010,+34 933180608,,41.38862463611111,2.171431277777778,
Restaurant La Tasca d'Or,Carrer Bailèn 146,Eixample,la Dreta de l'Eixample,08037,+34 934575046,,41.39951376388889,2.167351638888889,
